otherobjectid,objectid,filename,youtubeid,itemtype,format,title,latitude,longitude,date,date is approximate?,encounterdate,description,subject,location,type,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
storying048,ballcreek-smallclearing-whitetaildoe,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/ballcreek-smallclearing-whitetaildoe.jpg,,trailcam,image/jpg,Whitetail Doe,48.766313,-116.585614,,,,,,Ball Creek;Stream Crossing,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/ballcreek-smallclearing-whitetaildoe.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-smallclearing-whitetaildoe_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-smallclearing-whitetaildoe_th.jpg
storying049,ballcreek-streamcrossing-boysdepart,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/ballcreek-streamcrossing-boysdepart.jpg,,trailcam,image/jpg,Boys Depart,48.766313,-116.585614,,,,,,Ball Creek;Stream Crossing,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/ballcreek-streamcrossing-boysdepart.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-streamcrossing-boysdepart_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-streamcrossing-boysdepart_th.jpg
storying050,ballcreek-streamcrossing-elkbrowse,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/ballcreek-streamcrossing-elkbrowse.jpg,,trailcam,image/jpg,Elk Browse,48.766313,-116.585614,,,,,,Ball Creek;Stream Crossing,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/ballcreek-streamcrossing-elkbrowse.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-streamcrossing-elkbrowse_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-streamcrossing-elkbrowse_th.jpg
storying051,ballcreek-streamcrossing-elkbrowse2.0,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/ballcreek-streamcrossing-elkbrowse2.0.jpg,,trailcam,image/jpg,Elk Browse 2.0,48.766313,-116.585614,,,,,,Ball Creek;Stream Crossing,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/ballcreek-streamcrossing-elkbrowse2.0.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-streamcrossing-elkbrowse2.0_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-streamcrossing-elkbrowse2.0_th.jpg
storying052,ballcreek-streamcrossing-elkfacescam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/ballcreek-streamcrossing-elkfacescam.jpg,,trailcam,image/jpg,Elk Faces Cam,48.766313,-116.585614,,,,,,Ball Creek;Stream Crossing,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/ballcreek-streamcrossing-elkfacescam.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/ballcreek-streamcrossing-elkfacescam_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/ballcreek-streamcrossing-elkfacescam_th.jpg
storying053,salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0003,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0003.jpg,,trailcam,image/jpg,Selkirk Crest Snags,48.937107,-117.010435,,,,,,Salmo-Priest Critical Habitat;CriticalHabitat Ridgeline South,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0003.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0003_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0003_th.jpg
storying054,salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006.jpg,,trailcam,image/jpg,Selkirk Ghosts,48.937107,-117.010435,,,,,,Salmo-Priest Critical Habitat;CriticalHabitat Ridgeline South,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-criticalhabitatridgelinesouth-imag0006_th.jpg
storying055,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0191,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0191.jpg,,trailcam,image/jpg,Setting Up Cam,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0191.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0191_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0191_th.jpg
storying056,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0193,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0193.jpg,,trailcam,image/jpg,Whitetail Doe Dawn,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0193.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0193_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0193_th.jpg
storying057,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0195,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0195.jpg,,trailcam,image/jpg,Noon Light,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0195.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0195_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0195_th.jpg
storying058,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197.jpg,,trailcam,image/jpg,Noon Light 2.0,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0197_th.jpg
storying059,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199.jpg,,trailcam,image/jpg,Cloud Shadow,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0199_th.jpg
storying060,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201.jpg,,trailcam,image/jpg,Cloud Shadow Redux,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0201_th.jpg
storying061,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0203,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0203.jpg,,trailcam,image/jpg,Afternoon ,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0203.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0203_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0203_th.jpg
storying062,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0205,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0205.jpg,,trailcam,image/jpg,Whitetail Doe Approach,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0205.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0205_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0205_th.jpg
storying063,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207.jpg,,trailcam,image/jpg,Not Much There,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0207_th.jpg
storying064,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209.jpg,,trailcam,image/jpg,Same Exact Thing,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0209_th.jpg
storying065,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0211,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0211.jpg,,trailcam,image/jpg,Harsh Light,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0211.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0211_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0211_th.jpg
storying066,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0213,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0213.jpg,,trailcam,image/jpg,More Harsh Light,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0213.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0213_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0213_th.jpg
storying067,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215.jpg,,trailcam,image/jpg,Rainy Dawn,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0215_th.jpg
storying068,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0217,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0217.jpg,,trailcam,image/jpg,Morning in the Engelmann/Subalpine Forest,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0217.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0217_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0217_th.jpg
storying069,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219.jpg,,trailcam,image/jpg,Morning in the Engelmann/Subalpine Forest,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0219_th.jpg
storying070,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0221,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0221.jpg,,trailcam,image/jpg,Morning in the Engelmann/Subalpine Forest,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0221.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0221_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0221_th.jpg
storying071,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0223,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0223.jpg,,trailcam,image/jpg,Light and Shadow,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0223.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0223_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0223_th.jpg
storying072,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225.jpg,,trailcam,image/jpg,Socked In,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0225_th.jpg
storying073,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0227,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0227.jpg,,trailcam,image/jpg,Whitetiail Doe Quartering Away,48.977655,-117.001221,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0227.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0227_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0227_th.jpg
