otherobjectid,objectid,filename,youtubeid,otheryoutubeid,title,date,date is approximate?,encounterdate,description,subject,location,degree-latitude,degree-longitude,format,latitude,longitude,type,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
storying576,two-mouth-meadow-imag0141,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0141.jpg,,,Alpine Sunrise,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0141.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0141_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0141_th.jpg
storying577,two-mouth-meadow-imag0143,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0143.jpg,,,Alpine Sunrise,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0143.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0143_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0143_th.jpg
storying578,two-mouth-meadow-imag0166,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0166.jpg,,,Doe Sundance,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0166.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0166_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0166_th.jpg
storying579,two-mouth-meadow-imag0168,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0168.jpg,,,Doe Sundance,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0168.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0168_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0168_th.jpg
storying580,two-mouth-meadow-imag0187,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0187.jpg,,,Hikers,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0187.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0187_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0187_th.jpg
storying581,two-mouth-meadow-imag0188,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0188.jpg,,,Hikers Passing,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0188.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0188_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0188_th.jpg
storying582,two-mouth-meadow-imag0196,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0196.jpg,,,Frolicking ,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0196.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0196_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0196_th.jpg
storying583,two-mouth-meadow-imag0197,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0197.jpg,,,Browsing ,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0197.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0197_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0197_th.jpg
storying584,two-mouth-meadow-imag0198,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0198.jpg,,,Moving On,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0198.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0198_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0198_th.jpg
storying585,two-mouth-meadow-imag0199,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0199.jpg,,,Leaping,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0199.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0199_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0199_th.jpg
storying586,two-mouth-meadow-imag200,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0200.jpg,,,Browsing Left,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0200.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0200_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0200_th.jpg
storying587,two-mouth-meadow-imag201,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0201.jpg,,,Center Browse,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0201.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0201_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0201_th.jpg
storying588,two-mouth-meadow-imag202,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0202.jpg,,,Center Browse,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0202.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0202_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0202_th.jpg
storying589,two-mouth-meadow-imag206,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0206.jpg,,,Humming Bird,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0206.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0206_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0206_th.jpg
storying590,two-mouth-meadow-imag212,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0212.jpg,,,Foggy Meadow,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0212.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0212_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0212_th.jpg
storying591,two-mouth-meadow-imag214,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0214.jpg,,,Elk,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0214.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0214_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0214_th.jpg
storying592,two-mouth-meadow-imag215,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0215.jpg,,,Elk Mane,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0215.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0215_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0215_th.jpg
storying593,two-mouth-meadow-imag221,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0221.jpg,,,Whitetail ,,,,,,,,,image/jpg,48.704237,-116.651739,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/two-mouth-meadow-imag0221.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/two-mouth-meadow-imag0221_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/two-mouth-meadow-imag0221_th.jpg
storying594,dave-boswell-jasper-carlton ,Boswell History.mp4,qxA3Ir8VO7w,,Dave Boswell on Jasper Carlton and Mountain Caribou Protection,2020-07-15,,,,oral history interview,,,,video/avi,48.737906,-116.183461,,,,,,,,
storying590,brad-smith-encounter-beehive-lakes,Brad Smith.mp4,VVsz6_7HGxY,,Brad Smith on Encounter at Beehive Lakes,2020-08-24,,,,oral history interview,,,,video/avi,48.655675,-116.65371,,,,,,,,
storying590,greg-johnson-lack-of-awareness ,Greg Johnson Behavior.mp4,1mX0e1cXyc4,,Greg Johnson on Lack of Awareness ,2020-07-30,,,,oral history interview,,,,video/avi,48.683858,-116.668583,,,,,,,,
storying591,greg-johnson-habitat-alteration,Greg Johnson Predation.mp4,vsrP70EO10w,,Greg Johnson on Habitat Alteration and Predation,2020-07-30,,,,oral history interview,,,,video/avi,48.706477,-116.653672,,,,,,,,
storying592,greg-johnson-adopt-a-caribou,Greg Johnson VHF.mp4,mAb16uY4eOw,,Greg Johnson on Adopt-A-Caribou and VHF Collars,2020-07-30,,,,oral history interview,,,,video/avi,48.941964,-116.698001,,,,,,,,
storying593,greg-johnson-soft-release ,Greg Johnson soft-release.mp4,SNCrZAyAQnE,,Greg Johnson on Soft-Release of Mountain Caribou,2020-07-30,,,,oral history interview,,,,video/avi,48.775261,-116.553054,,,,,,,,
storying594,mary-harding-adopt-a-caribou ,Mary Harding recollections.mp4,lyjpVDpkvVc,,Mary Harding Adopt-A-Caribou Recollections,2020-07-08,,,,oral history interview,,,,video/avi,47.534874,-116.125132,,,,,,,,
storying595,rich-landers-encounter-two-mouth-lakes,Rich Landers.mp4,t6_WFaYGmNM,,Rich Landers Encounter at Two Mouth Lakes,2020-06-20,,,,oral history interview,,,,video/avi,48.707929,-116.651404,,,,,,,,
storying596,greg-servheen-caribou-isnt-over,Servheen caribou isnt over.mp4,z01SLIzzra4,,"Greg Servheen ""caribou isn't over""",2020-08-05,,,,oral history interview,,,,video/avi,48.841485,-116.76338,,,,,,,,
storying597,greg-servheen-extinction-conservation,Servheen extinction and conservation.mp4,3sash7LvY1U,,Greg Servheen on Extinction and Conservation,2020-08-05,,,,oral history interview,,,,video/avi,48.995489,-116.988938,,,,,,,,
storying598,greg-servheen-adopt-a-caribou,Servheen on adopt a caribou proj.mp4,Iq-6gRLYn0Q,,Greg Servheen on Adopt-A-Caribou Program,2020-08-05,,,,oral history interview,,,,video/avi,47.665801,-116.776797,,,,,,,,
storying599,greg-servheen-predation ,Servheen predation story.mov,DJg8Jy8kQzw,,Greg Servheen Mountain Caribou Predation Story,2020-08-05,,,,oral history interview,,,,video/avi,48.707039,-116.651573,,,,,,,,
storying600,wayne-wakkinen-homelessness,Wakkinen homelessness.mp4,kFokC0XAf34,,"Wayne Wakkinen on Ecotypes, Translocation, and Homelessness",2020-07-15,,,,oral history interview,,,,video/avi,48.770237,-116.551288,,,,,,,,
storying601,wayne-wakkinen-introduces,Wakkinen introduction.mp4,rFdHYVo6pdQ,,Wayne Wakkinen Introduces Himself,2020-07-15,,,,oral history interview,,,,video/avi,48.704264,-116.399827,,,,,,,,
storying602,wayne-wakkinen-shape-of-ecosystems ,Wakkinen space and shape.mp4,i3qb-d7riMY,,Wayne Wakkinen Ecology of Fear-lessness and the Shape of Ecosystems ,2020-07-15,,,,oral history interview,,,,video/avi,48.663135,-116.668583,,,,,,,,
storying603,ward-tollbom-mistaken-identity,Ward Tollbom.mp4,nTQe0TEnJ38,,Ward Tollbom Case of Mistaken Identity,2020-07-28,,,,oral history interview,,,,video/avi,48.25911,-116.710875,,,,,,,,
storying604,wayne-wakkinen-single-wire,Wayne The Wire.mov,0uLy7CNwrUc,,"Wayne Wakkinen ""a single smooth wire""",2020-07-15,,,,oral history interview,,,,video/avi,48.795876,-116.435032,,,,,,,,
storying605,dave-boswell-and-the-face-of-god,Boswell Face.mp4,EQqlrxjWWuc,,Dave Boswell and the Face of God,2020-07-15,,,,oral history interview,,,,video/avi,48.669806,-116.745302,,,,,,,,
storying606,craig-anderson-encounter-at-cookes-lake,Craig Anderson.mp4,BmKzQ8Or6xc,,Craig Anderson Encounter at Cookes Lake,2020-07-30,,,,oral history interview,,,,video/avi,48.700985,-116.586007,,,,,,,,
storying607,larry-jeffries-lunch,Larry Jeffries.mp4,Z04S6tCS3ic,,"Larry Jeffries ""I was sitting on the end of a tailgate having lunch...""",2020-05-05,,,,oral history interview,,,,video/avi,48.79738,-116.751031,,,,,,,,
storying608,greg-servheen-on-mountain-caribou-field-biology,Servheen early field biology.mp4,_qC3vCdky4c,,Greg Servheen on Mountain Caribou Field Biology,2020-08-05,,,,oral history interview,,,,video/avi,49.012389,-116.99524,,,,,,,,
storying609,greg-servheen-on-ecology,Servheen on ecology.mp4,2N-Tmuz0p-k,,Greg Servheen on Ecology,2020-08-05,,,,oral history interview,,,,video/avi,48.847014,-116.675362,,,,,,,,
storying610,greg-servheen-encounters-with-caribou,Servheen on encounters.mp4,LtemgMepOkE,,Greg Servheen Encounters with Caribou,2020-08-05,,,,oral history interview,,,,video/avi,48.987153,-116.737448,,,,,,,,
storying611,wayne-wakkinen-on-radar,Wayne Radar.mp4,qZNoBBQKpYg,,"Wayne Wakkinen on ""Radar""",2020-07-15,,,,oral history interview,,,,video/avi,50.351784,-117.401666,,,,,,,,
storying612,twomouth-unnamedlake-imag0007,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0007.jpg,,,Waters Edge,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0007.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0007_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0007_th.jpg
storying613,twomouth-unnamedlake-imag0009,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0009.jpg,,,First Night,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0009.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0009_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0009_th.jpg
storying614,twomouth-unnamedlake-imag0010,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0010.jpg,,,Reflection,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0010.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0010_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0010_th.jpg
storying615,twomouth-unnamedlake-imag0011,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0011.jpg,,,Muley Butt,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0011.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0011_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0011_th.jpg
storying616,twomouth-unnamedlake-imag15,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag15.jpg,,,On The Prowl,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag15.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag15_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag15_th.jpg
storying617,twomouth-unnamedlake-imag0016,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0016.jpg,,,Landscape ,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0016.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0016_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0016_th.jpg
storying618,twomouth-unnamedlake-imag0019,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0019.jpg,,,Night Moth,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0019.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0019_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0019_th.jpg
storying619,twomouth-unnamedlake-imag0021,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0021.jpg,,,Unnamed Night,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0021.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0021_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0021_th.jpg
storying620,twomouth-unnamedlake-imag0022,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0022.jpg,,,Ripples,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0022.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0022_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0022_th.jpg
storying621,twomouth-unnamedlake-imag0023,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0023.jpg,,,Silhouette,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0023.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0023_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0023_th.jpg
storying622,twomouth-unnamedlake-imag0024,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0024.jpg,,,Excellent Raindrops,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0024.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0024_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0024_th.jpg
storying623,twomouth-unnamedlake-imag0025,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0025.jpg,,,More Excellence,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0025.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0025_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0025_th.jpg
storying624,twomouth-unnamedlake-imag0026,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0026.jpg,,,Drying Drops,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0026.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0026_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0026_th.jpg
storying625,twomouth-unnamedlake-imag0027,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0027.jpg,,,More Drops,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0027.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0027_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0027_th.jpg
storying626,twomouth-unnamedlake-imag0030,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0030.jpg,,,Dusk Drops,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0030.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0030_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0030_th.jpg
storying627,twomouth-unnamedlake-imag0032,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0032.jpg,,,Sleet,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0032.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0032_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0032_th.jpg
storying628,twomouth-unnamedlake-imag0033,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0033.jpg,,,Subalpines,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0033.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0033_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0033_th.jpg
storying629,twomouth-unnamedlake-imag0035,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0035.jpg,,,Subalpines,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0035.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0035_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0035_th.jpg
storying630,twomouth-unnamedlake-imag0036,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0036.jpg,,,Sleet And Fog,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0036.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0036_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0036_th.jpg
storying631,twomouth-unnamedlake-imag0037,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0037.jpg,,,Sleetdance,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0037.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0037_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0037_th.jpg
storying632,twomouth-unnamedlake-imag0038,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0038.jpg,,,Petrichor,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0038.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0038_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0038_th.jpg
storying633,twomouth-unnamedlake-imag0041,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0041.jpg,,,Visitor,,,,,,,,,image/jpg,48.698508,-116.650495,,,,,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-unnamedlake-imag0041.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-unnamedlake-imag0041_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-unnamedlake-imag0041_th.jpg
